Gender,Age,Verification,Sexual_orientation,Sexual_polarity,Looking_for,Last_login,Member_since,Number_of_Comments_in_public_forum,Number_of_offline_meetings_attended,Profile_pictures,Risk,Days,Total_chat_time,Friends
male,30.2,Non_Verified,Heterosexual,Dominant,Nobody,before_36_days,2016-03-26,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,19.1,Non_Verified,Heterosexual,Submisive,Nobody,before_398_days,2016-03-26,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,27.9,Non_Verified,Heterosexual,Dominant,Men_and_Women,before_296_days,2016-03-27,3,0.0,1.0,unknown_risk,00,0 days 00:11:00.000000000,
male,35.3,Non_Verified,Heterosexual,Dominant,Nobody,before_332_days,2016-03-27,0,0.0,0.0,unknown_risk,00,0 days 00:06:00.000000000,
male,30.2,Non_Verified,Heterosexual,Submisive,Women,before_12_days,2016-03-27,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,42.3,Non_Verified,bisexual,Submisive,Men_and_Women,before_308_days,2016-03-27,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,21.1,Non_Verified,bicurious,Submisive,Women,before_376_days,2016-03-27,0,0.0,0.0,unknown_risk,00,0 days 00:09:00.000000000,
female,25.5,Non_Verified,Heterosexual,Submisive,Nobody_but_maybe,before_375_days,2016-03-27,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,26.8,Non_Verified,bisexual,Submisive,Nobody,before_641_days,2011-01-12,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,20.9,Verified,Heterosexual,Dominant,Men_and_Women,before_317_days,2016-03-27,0,0.0,3.0,unknown_risk,00,0 days 00:00:00.000000000,
male,33.5,Non_Verified,Heterosexual,Dominant,Nobody,before_398_days,2016-03-27,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,27.5,Non_Verified,Heterosexual,Submisive,Nobody_but_maybe,before_397_days,2016-03-28,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,50.3,Non_Verified,Heterosexual,Dominant,Nobody,before_1962_days,2011-01-12,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,25.7,Non_Verified,bicurious,Switch,Nobody,before_350_days,2016-03-28,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,32.7,Non_Verified,Heterosexual,Dominant,Nobody,before_397_days,2016-03-28,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,20.4,Non_Verified,Heterosexual,Switch,Nobody,before_11_days,2016-03-28,1,0.0,7.0,unknown_risk,00,0 days 00:00:00.000000000,1.0
female,32.4,Non_Verified,bicurious,Submisive,Nobody,before_397_days,2016-03-28,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,29.9,Non_Verified,Heterosexual,Switch,Women,before_1_days,2016-03-28,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,1.0
male,29.9,Non_Verified,Heterosexual,Switch,Women,before_1_days,2016-03-28,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,1.0
male,39.9,Non_Verified,bisexual,Submisive,Nobody,before_1976_days,2011-01-12,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,24.1,Non_Verified,Heterosexual,Switch,Nobody,before_3_days,2016-03-28,0,0.0,0.0,unknown_risk,00,0 days 02:44:00.000000000,1.0
female,27.9,Non_Verified,bisexual,Dominant,Men_and_Women,before_357_days,2016-03-28,0,0.0,1.0,unknown_risk,00,0 days 05:45:00.000000000,2.0
female,22.2,Non_Verified,Homosexual,Submisive,Nobody,before_396_days,2016-03-29,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,27.0,Non_Verified,Heterosexual,Submisive,Women,before_73_days,2016-03-29,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,29.2,Non_Verified,Heterosexual,Submisive,Nobody,before_56_days,2016-03-29,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,42.0,Verified,Heterosexual,Dominant,Nobody_but_maybe,before_138_days,2016-03-29,0,0.0,0.0,unknown_risk,00,0 days 00:07:00.000000000,
male,59.4,Non_Verified,Heterosexual,Dominant,Nobody,before_396_days,2016-03-29,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,38.1,Non_Verified,Homosexual,Submisive,Nobody,before_3_days,2016-03-29,4,0.0,15.0,unknown_risk,00,0 days 00:00:00.000000000,1.0
female,48.3,Non_Verified,Heterosexual,Submisive,Nobody,before_393_days,2016-03-29,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,24.0,Non_Verified,Heterosexual,Submisive,Nobody,before_396_days,2016-03-29,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,36.7,Non_Verified,bisexual,Submisive,Men_and_Women,before_847_days,2011-01-12,0,0.0,8.0,unknown_risk,00,0 days 11:48:00.000000000,1.0
female,36.6,Non_Verified,bisexual,Submisive,,before_345_days,2016-03-29,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,32.6,Verified,Heterosexual,Switch,Women,before_1_days,2016-03-29,7,0.0,0.0,unknown_risk,00,0 days 00:08:00.000000000,
male,37.8,Non_Verified,bisexual,Submisive,Men_and_Women,before_394_days,2016-03-29,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,38.8,Non_Verified,bisexual,Dominant,Nobody,before_1736_days,2011-01-12,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,37.6,Non_Verified,Homosexual,Submisive,Nobody,before_373_days,2016-03-30,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,25.3,Non_Verified,Heterosexual,Switch,Nobody,before_395_days,2016-03-30,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,39.0,Non_Verified,Heterosexual,Switch,Women,before_389_days,2016-03-30,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,43.4,Non_Verified,bicurious,Switch,Nobody,before_395_days,2016-03-30,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,24.6,Non_Verified,Heterosexual,Switch,Nobody,before_390_days,2016-03-30,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,23.3,Non_Verified,Heterosexual,Dominant,Nobody,before_395_days,2016-03-30,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,22.2,Non_Verified,bicurious,Switch,Men_and_Women,before_112_days,2016-03-30,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,1.0
female,47.4,Non_Verified,Heterosexual,Switch,Men,before_52_days,2016-03-30,2,0.0,4.0,unknown_risk,00,0 days 01:03:00.000000000,1.0
male,21.7,Non_Verified,Heterosexual,Submisive,Nobody,before_352_days,2016-03-30,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,38.8,Non_Verified,bisexual,Submisive,Nobody,before_205_days,2016-03-30,0,0.0,0.0,unknown_risk,00,0 days 00:21:00.000000000,
female,24.4,Non_Verified,Heterosexual,Dominant,Nobody,before_1961_days,2011-01-12,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,38.8,Non_Verified,Heterosexual,Dominant,Nobody,before_3_days,2016-03-30,0,0.0,0.0,unknown_risk,00,0 days 00:03:00.000000000,
male,35.1,Non_Verified,bicurious,Submisive,Nobody,before_394_days,2016-03-30,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,37.8,Non_Verified,Heterosexual,Dominant,Nobody,before_4_days,2016-03-30,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,34.3,Non_Verified,Heterosexual,Switch,Nobody,before_394_days,2016-03-31,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,46.9,Non_Verified,Heterosexual,Submisive,Nobody,before_394_days,2016-03-31,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,19.2,Non_Verified,Heterosexual,Switch,Nobody,before_218_days,2016-03-31,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,40.0,Non_Verified,Heterosexual,Dominant,Nobody,before_381_days,2016-03-31,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,46.6,Non_Verified,Heterosexual,Dominant,Nobody,before_3_days,2016-03-31,0,0.0,0.0,unknown_risk,00,0 days 00:18:00.000000000,
male,44.3,Non_Verified,Homosexual,Dominant,Nobody,before_1975_days,2011-02-12,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,25.3,Non_Verified,Heterosexual,Switch,Women,before_6_days,2016-03-31,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,40.9,Non_Verified,Heterosexual,Dominant,Nobody,before_394_days,2016-03-31,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,33.4,Non_Verified,bicurious,Submisive,Nobody,before_345_days,2016-03-31,0,0.0,0.0,unknown_risk,00,0 days 00:34:00.000000000,
male,33.9,Non_Verified,bicurious,Switch,Nobody_but_maybe,before_2_days,2016-01-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,32.4,Non_Verified,Heterosexual,Dominant,Nobody,before_393_days,2016-01-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,31.7,Non_Verified,Heterosexual,Submisive,Nobody,before_388_days,2016-01-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,46.1,Non_Verified,Heterosexual,Submisive,Nobody,before_366_days,2016-01-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,25.3,Non_Verified,Heterosexual,Dominant,Nobody,before_392_days,2016-02-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,37.9,Non_Verified,Heterosexual,Submisive,Women,before_371_days,2016-02-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,28.0,Non_Verified,Heterosexual,Submisive,Nobody,before_392_days,2016-02-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,25.7,Non_Verified,Heterosexual,Dominant,Nobody,before_392_days,2016-02-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,54.6,Non_Verified,Heterosexual,Submisive,Nobody,before_307_days,2016-02-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,36.8,Non_Verified,Heterosexual,Dominant,Nobody,before_392_days,2016-02-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,27.0,Non_Verified,Heterosexual,Dominant,Women,before_2_days,2016-02-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,19.3,Non_Verified,bisexual,Submisive,Men_and_Women,before_26_days,2016-02-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,33.2,Non_Verified,Heterosexual,Submisive,Women,before_334_days,2011-02-12,7,0.0,0.0,unknown_risk,00,0 days 04:29:00.000000000,5.0
male,23.5,Non_Verified,Heterosexual,Switch,Nobody,before_392_days,2016-02-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,31.0,Non_Verified,bicurious,Submisive,Nobody,before_392_days,2016-02-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,22.7,Non_Verified,Heterosexual,Submisive,Nobody_but_maybe,before_42_days,2016-03-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,1.0
female,27.0,Non_Verified,bicurious,Submisive,Men,before_286_days,2016-03-04,0,0.0,0.0,unknown_risk,00,0 days 00:01:00.000000000,1.0
male,28.0,Non_Verified,Heterosexual,Switch,Women,before_701_days,2011-02-12,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,47.2,Non_Verified,Heterosexual,Switch,Nobody,before_391_days,2016-03-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,29.0,Non_Verified,Heterosexual,Dominant,Nobody,before_391_days,2016-03-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,35.7,Non_Verified,bisexual,Switch,Nobody,before_1_days,2016-03-04,11,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,42.7,Non_Verified,Heterosexual,Dominant,Women,before_38_days,2016-03-04,0,0.0,0.0,unknown_risk,00,0 days 02:40:00.000000000,
female,41.3,Non_Verified,bisexual,Switch,Nobody_but_maybe,before_372_days,2016-03-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,31.0,Non_Verified,bisexual,Submisive,Nobody,before_339_days,2016-03-04,0,0.0,1.0,unknown_risk,00,0 days 00:00:00.000000000,
male,25.0,Non_Verified,Heterosexual,Switch,Nobody,before_386_days,2016-03-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,26.3,Non_Verified,Heterosexual,Dominant,Nobody,before_14_days,2016-03-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,31.6,Non_Verified,Heterosexual,Submisive,Nobody,before_197_days,2016-03-04,0,0.0,1.0,unknown_risk,00,0 days 00:00:00.000000000,
male,25.5,Non_Verified,bicurious,Submisive,Nobody,before_391_days,2016-03-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,35.8,Non_Verified,Heterosexual,Dominant,Nobody,before_391_days,2016-03-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,34.5,Non_Verified,Heterosexual,Dominant,Nobody,before_11_days,2011-03-12,0,1.0,1.0,unknown_risk,00,0 days 00:00:00.000000000,
male,33.2,Non_Verified,bicurious,Dominant,Nobody,before_60_days,2016-04-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,41.3,Non_Verified,Heterosexual,Switch,Nobody,before_6_days,2016-04-04,0,0.0,3.0,unknown_risk,00,0 days 00:00:00.000000000,
male,38.9,Non_Verified,bisexual,Dominant,Men_and_Women,before_97_days,2016-04-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,42.1,Non_Verified,Heterosexual,Dominant,Women,before_1_days,2016-04-04,0,0.0,0.0,unknown_risk,00,0 days 00:13:00.000000000,
male,49.4,Non_Verified,bisexual,Switch,Nobody,before_1776_days,2011-03-12,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,34.0,Non_Verified,Heterosexual,Dominant,Nobody,before_61_days,2016-04-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,37.8,Non_Verified,Heterosexual,Submisive,Nobody,before_381_days,2016-04-04,0,0.0,2.0,unknown_risk,00,0 days 00:00:00.000000000,
male,31.6,Verified,Heterosexual,Switch,Nobody,before_12_days,2016-04-04,0,1.0,2.0,unknown_risk,00,0 days 01:35:00.000000000,1.0
male,40.0,Non_Verified,Heterosexual,Switch,Nobody,before_72_days,2016-04-04,0,0.0,0.0,unknown_risk,00,0 days 03:48:00.000000000,
male,32.5,Non_Verified,bisexual,Submisive,Men_and_Women,before_390_days,2016-04-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,29.9,Non_Verified,Heterosexual,Dominant,Nobody,before_390_days,2016-04-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,36.2,Non_Verified,Heterosexual,Dominant,Nobody,before_390_days,2016-04-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,23.5,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,before_58_days,2016-04-04,1,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,32.6,Non_Verified,bisexual,Submisive,Men_and_Women,before_49_days,2011-03-12,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,1.0
male,31.2,Non_Verified,Heterosexual,Dominant,Women,before_117_days,2016-05-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,40.5,Non_Verified,Heterosexual,Submisive,Nobody,before_230_days,2016-05-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,52.8,Non_Verified,Heterosexual,Dominant,Women,before_199_days,2016-05-04,2,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,34.0,Non_Verified,bicurious,Switch,Nobody,before_389_days,2016-05-04,0,0.0,0.0,unknown_risk,00,0 days 00:01:00.000000000,
female,54.9,Non_Verified,Heterosexual,Submisive,Men,before_389_days,2016-05-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,26.3,Non_Verified,Heterosexual,Switch,Nobody,before_114_days,2016-05-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,27.5,Non_Verified,Heterosexual,Switch,Nobody,before_389_days,2016-05-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,30.0,Non_Verified,Heterosexual,Switch,Nobody,before_388_days,2016-06-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,25.9,Non_Verified,Heterosexual,Submisive,Nobody,before_69_days,2016-06-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,36.6,Non_Verified,Heterosexual,Switch,Nobody,before_32_days,2011-04-12,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,37.9,Non_Verified,Heterosexual,Dominant,Nobody,before_1_days,2016-06-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,25.9,Non_Verified,Heterosexual,Dominant,Nobody,before_388_days,2016-06-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,46.4,Non_Verified,Heterosexual,Submisive,Women,before_693_days,2011-04-12,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,38.9,Non_Verified,bicurious,Submisive,Men,before_225_days,2016-06-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,37.3,Non_Verified,bisexual,Dominant,Nobody,before_375_days,2016-07-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,24.1,Non_Verified,Heterosexual,Switch,Nobody_but_maybe,before_145_days,2016-07-04,0,0.0,2.0,unknown_risk,00,0 days 00:00:00.000000000,1.0
male,67.1,Non_Verified,Heterosexual,Dominant,Women,before_339_days,2016-07-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,38.4,Non_Verified,Heterosexual,Switch,Nobody,before_387_days,2016-07-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,42.2,Non_Verified,bisexual,Dominant,Men_and_Women,before_1374_days,2011-04-12,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,37.9,Non_Verified,Heterosexual,Submisive,Nobody,before_13_days,2016-07-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,23.9,Non_Verified,Heterosexual,Dominant,Women,before_204_days,2016-07-04,0,0.0,0.0,unknown_risk,00,0 days 03:24:00.000000000,
female,42.1,Non_Verified,Heterosexual,Submisive,Nobody,before_385_days,2016-07-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,22.6,Non_Verified,Heterosexual,Switch,Nobody,before_387_days,2016-07-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,29.1,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,before_153_days,2016-07-04,11,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,34.2,Non_Verified,Heterosexual,Dominant,Nobody,before_1532_days,2010-01-13,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,45.9,Non_Verified,Heterosexual,Dominant,Nobody,before_1884_days,2011-04-12,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,24.7,Non_Verified,bisexual,Submisive,Nobody,before_384_days,2016-07-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,24.9,Non_Verified,bisexual,Switch,Men_and_Women,before_372_days,2016-08-04,0,0.0,0.0,unknown_risk,00,0 days 00:21:00.000000000,
female,37.7,Non_Verified,Heterosexual,Switch,Nobody,before_386_days,2016-08-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,41.1,Non_Verified,Heterosexual,Switch,Nobody,before_386_days,2016-08-04,0,0.0,1.0,unknown_risk,00,0 days 00:00:00.000000000,
male,42.6,Non_Verified,bisexual,Switch,Nobody,before_1602_days,2011-04-12,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,28.8,Non_Verified,Heterosexual,Switch,Nobody,before_2_days,2016-08-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,37.7,Non_Verified,bicurious,Dominant,Nobody,before_300_days,2016-08-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,26.9,Non_Verified,bicurious,Submisive,Nobody,before_330_days,2016-08-04,0,0.0,0.0,unknown_risk,00,0 days 00:32:00.000000000,
female,30.0,Verified,Heterosexual,Submisive,Nobody_but_maybe,before_1_days,2016-09-04,10,1.0,6.0,unknown_risk,07,0 days 16:03:00.000000000,32.0
female,25.1,Non_Verified,bisexual,Submisive,Men,before_23_days,2016-09-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,41.8,Non_Verified,Heterosexual,Dominant,Nobody,before_374_days,2016-09-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,40.1,Non_Verified,Heterosexual,Dominant,Nobody,before_385_days,2016-09-04,0,0.0,0.0,unknown_risk,00,0 days 00:01:00.000000000,
male,38.0,Non_Verified,Heterosexual,Dominant,Nobody,before_35_days,2016-09-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,38.5,Non_Verified,Heterosexual,Dominant,Nobody,before_1842_days,2011-05-12,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,39.5,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,before_1_days,2016-09-04,0,0.0,0.0,unknown_risk,00,0 days 00:01:00.000000000,
male,24.2,Non_Verified,Heterosexual,Dominant,Nobody,before_384_days,2016-10-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,29.5,Non_Verified,bicurious,Submisive,Nobody,before_377_days,2016-10-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,63.8,Non_Verified,bisexual,Submisive,Nobody,before_4_days,2016-10-04,0,0.0,0.0,unknown_risk,00,0 days 00:10:00.000000000,
male,19.3,Non_Verified,Heterosexual,Switch,Nobody,before_384_days,2016-10-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,33.1,Non_Verified,Heterosexual,Dominant,Nobody,before_1972_days,2011-05-12,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,45.8,Non_Verified,Heterosexual,Dominant,Women,before_279_days,2016-10-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,20.3,Non_Verified,bicurious,Submisive,Nobody_but_maybe,before_1_days,2016-10-04,1,0.0,6.0,unknown_risk,05,0 days 21:07:00.000000000,3.0
male,64.6,Non_Verified,Heterosexual,Dominant,Women,before_153_days,2016-10-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,39.8,Non_Verified,Heterosexual,Dominant,Nobody,before_1805_days,2011-05-12,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,37.3,Non_Verified,Heterosexual,Submisive,Nobody,before_382_days,2016-10-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,34.2,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,before_33_days,2016-10-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,26.3,Non_Verified,bisexual,Submisive,Nobody,before_1972_days,2011-05-12,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,48.9,Non_Verified,Heterosexual,Switch,Nobody,before_383_days,2016-10-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,19.4,Non_Verified,Heterosexual,Switch,Nobody,before_9_days,2016-10-04,0,0.0,10.0,unknown_risk,00,0 days 00:00:00.000000000,2.0
male,32.4,Non_Verified,Heterosexual,Submisive,Nobody,before_383_days,2016-11-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,61.0,Non_Verified,bisexual,Submisive,Nobody,before_383_days,2016-11-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,32.3,Non_Verified,Heterosexual,Submisive,Nobody,before_367_days,2016-11-04,2,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,43.3,Non_Verified,bisexual,Switch,Nobody,before_1972_days,2011-05-12,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,22.2,Non_Verified,Heterosexual,Switch,Nobody,before_270_days,2016-11-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,22.1,Non_Verified,Heterosexual,Dominant,Nobody,before_232_days,2016-11-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,19.8,Non_Verified,bisexual,Submisive,Nobody,before_383_days,2016-11-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,34.6,Non_Verified,Heterosexual,Switch,Nobody_but_maybe,before_15_days,2016-11-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,44.8,Non_Verified,Heterosexual,Submisive,Men,before_1_days,2016-11-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,28.7,Non_Verified,Heterosexual,Switch,Women,before_377_days,2016-11-04,0,0.0,1.0,unknown_risk,00,0 days 00:00:00.000000000,
male,36.4,Non_Verified,Heterosexual,Dominant,Women,before_61_days,2016-11-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,21.0,Non_Verified,Heterosexual,Submisive,Nobody,before_379_days,2016-12-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,28.9,Non_Verified,Heterosexual,Dominant,,before_30_days,2016-12-04,0,0.0,12.0,unknown_risk,00,0 days 01:00:00.000000000,1.0
male,62.7,Non_Verified,Heterosexual,Dominant,Nobody,before_3_days,2016-12-04,9,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,36.5,Non_Verified,Heterosexual,Switch,Nobody,before_370_days,2016-12-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,26.0,Non_Verified,Heterosexual,Submisive,Nobody,before_3_days,2016-12-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
female,37.0,Non_Verified,bicurious,Switch,Nobody_but_maybe,before_76_days,2016-12-04,0,0.0,0.0,unknown_risk,00,0 days 00:05:00.000000000,
male,38.5,Non_Verified,Heterosexual,Switch,Women,before_1_days,2011-05-12,0,0.0,3.0,unknown_risk,00,0 days 04:31:00.000000000,2.0
male,22.7,Non_Verified,Heterosexual,Submisive,Nobody,before_382_days,2016-12-04,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,21.3,Verified,Heterosexual,Switch,Men_and_Women,before_1_days,2016-12-04,6,0.0,9.0,unknown_risk,00,0 days 00:40:00.000000000,2.0
male,42.8,Non_Verified,Heterosexual,Submisive,Nobody,before_381_days,2016-04-13,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,25.5,Non_Verified,bicurious,Submisive,Nobody,before_114_days,2016-04-13,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
male,25.3,Non_Verified,Heterosexual,Dominant,Nobody,before_381_days,2016-04-13,0,0.0,0.0,unknown_risk,00,0 days 00:00:00.000000000,
